JFS Filespace %Used ubuntu,/,/dev,/run,/snap/core20/2107,/snap/core20/2186,/snap/snapd/20674,/snap/sublime-text/138
2024-03-26 16:18:43,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:18:45,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:18:47,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:18:49,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:18:51,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:18:53,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:18:55,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:18:57,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:18:59,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:01,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:03,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:05,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:07,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:09,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:11,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:13,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:15,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:17,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:19,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:21,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:23,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:25,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:27,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:29,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:31,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:33,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:35,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:37,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:39,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:41,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:43,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:45,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:47,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:49,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:51,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:53,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:55,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:57,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:19:59,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:01,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:03,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:05,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:07,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:09,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:11,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:13,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:15,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:17,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:19,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:21,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:23,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:25,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:27,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:29,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:31,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:33,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:35,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:37,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:39,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:41,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:43,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:45,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:47,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:49,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:51,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:53,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:55,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:57,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:20:59,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:01,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:03,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:05,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:07,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:09,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:11,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:13,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:15,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:17,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:19,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:21,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:23,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:25,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:28,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:30,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:32,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:34,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:36,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:38,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:40,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:42,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:44,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:46,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:48,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:50,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:52,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:54,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:56,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:21:58,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:00,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:02,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:04,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:06,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:08,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:10,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:12,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:14,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:16,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:18,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:20,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:22,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:24,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:26,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:28,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:30,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:32,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:34,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:36,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:38,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:40,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:42,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:44,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:46,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:48,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:50,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:52,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:54,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:56,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:22:58,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:23:00,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:23:02,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:23:04,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:23:06,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:23:08,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:23:10,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:23:12,81.4,0.0,0.8,100.0,100.0,100.0,100.0
2024-03-26 16:23:14,81.4,0.0,0.8,100.0,100.0,100.0,100.0
