Network I/O raspberrypi,lo-read-KB/s,eth0-read-KB/s,wlan0-read-KB/s,lo-write-KB/s,eth0-write-KB/s,wlan0-write-KB/s
2024-03-26 16:18:30,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:18:32,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:18:34,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:18:36,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:18:38,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:18:40,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:18:42,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:18:44,0.0,0.0,0.6,0.0,0.0,0.1
2024-03-26 16:18:46,0.0,0.0,0.4,0.0,0.0,0.1
2024-03-26 16:18:48,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:18:50,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:18:52,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:18:54,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:18:56,0.0,0.0,2.2,0.0,0.0,0.0
2024-03-26 16:18:58,0.0,0.0,2.2,0.0,0.0,0.1
2024-03-26 16:19:00,0.0,0.0,3.9,0.0,0.0,0.1
2024-03-26 16:19:02,0.0,0.0,3.3,0.0,0.0,0.1
2024-03-26 16:19:04,0.0,0.0,2.4,0.0,0.0,0.1
2024-03-26 16:19:06,0.0,0.0,3.5,0.0,0.0,0.1
2024-03-26 16:19:08,0.0,0.0,2.8,0.0,0.0,0.1
2024-03-26 16:19:10,0.0,0.0,3.2,0.0,0.0,0.2
2024-03-26 16:19:12,0.0,0.0,2.3,0.0,0.0,0.0
2024-03-26 16:19:14,0.0,0.0,3.7,0.0,0.0,0.1
2024-03-26 16:19:16,0.0,0.0,2.9,0.0,0.0,0.1
2024-03-26 16:19:18,0.0,0.0,2.7,0.0,0.0,0.0
2024-03-26 16:19:20,0.0,0.0,3.7,0.0,0.0,0.2
2024-03-26 16:19:22,0.0,0.0,2.5,0.0,0.0,0.1
2024-03-26 16:19:24,0.0,0.0,3.0,0.0,0.0,0.0
2024-03-26 16:19:26,0.0,0.0,3.7,0.0,0.0,0.1
2024-03-26 16:19:28,0.0,0.0,2.5,0.0,0.0,0.1
2024-03-26 16:19:30,0.0,0.0,3.0,0.0,0.0,0.0
2024-03-26 16:19:32,0.0,0.0,3.7,0.0,0.0,0.2
2024-03-26 16:19:34,0.0,0.0,2.1,0.0,0.0,0.1
2024-03-26 16:19:36,0.0,0.0,3.4,0.0,0.0,0.0
2024-03-26 16:19:38,0.0,0.0,3.4,0.0,0.0,0.1
2024-03-26 16:19:40,0.0,0.0,1.3,0.0,0.0,0.1
2024-03-26 16:19:42,0.0,0.0,1.1,0.0,0.0,0.0
2024-03-26 16:19:44,0.0,0.0,1.3,0.0,0.0,0.1
2024-03-26 16:19:46,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:19:48,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:19:50,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:19:52,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:19:54,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:19:56,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:19:58,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:00,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:20:02,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:04,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:06,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:08,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:10,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:12,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:20:14,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:16,0.0,0.0,0.1,0.0,0.0,0.2
2024-03-26 16:20:18,0.0,0.0,0.1,0.0,0.0,0.0
2024-03-26 16:20:21,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:23,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:25,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:20:27,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:29,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:31,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:20:33,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:35,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:37,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:20:39,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:41,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:20:43,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:45,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:47,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:20:49,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:51,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:53,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:20:55,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:57,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:20:59,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:21:01,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:03,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:05,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:21:07,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:09,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:11,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:21:13,0.0,0.0,0.1,0.0,0.0,0.2
2024-03-26 16:21:15,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:17,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:21:19,0.0,0.0,0.1,0.0,0.0,0.2
2024-03-26 16:21:21,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:23,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:21:25,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:27,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:29,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:21:31,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:33,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:35,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:21:37,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:39,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:21:41,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:21:43,0.0,0.0,0.5,0.0,0.0,0.1
2024-03-26 16:21:45,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:47,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:21:49,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:51,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:53,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:21:55,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:57,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:21:59,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:22:01,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:03,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:05,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:22:07,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:09,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:11,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:22:13,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:15,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:17,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:22:19,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:21,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:23,0.0,0.0,0.4,0.0,0.0,0.1
2024-03-26 16:22:25,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:22:27,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:22:29,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:22:31,0.0,0.0,0.3,0.0,0.0,0.2
2024-03-26 16:22:33,0.0,0.0,0.1,0.0,0.0,0.0
2024-03-26 16:22:35,0.0,0.0,0.3,0.0,0.0,0.2
2024-03-26 16:22:37,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:22:39,0.0,0.0,0.4,0.0,0.0,0.1
2024-03-26 16:22:41,0.0,0.0,0.4,0.0,0.0,0.1
2024-03-26 16:22:43,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:45,0.0,0.0,0.3,0.0,0.0,0.0
2024-03-26 16:22:47,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:49,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:22:51,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:22:53,0.0,0.0,0.8,0.0,0.0,0.1
2024-03-26 16:22:55,0.0,0.0,0.4,0.0,0.0,0.1
2024-03-26 16:22:57,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:22:59,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:23:01,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:23:03,0.0,0.0,0.1,0.0,0.0,0.0
2024-03-26 16:23:05,0.0,0.0,0.2,0.0,0.0,0.2
2024-03-26 16:23:07,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:23:09,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:23:11,0.0,0.0,0.1,0.0,0.0,0.2
2024-03-26 16:23:13,0.0,0.0,0.7,0.0,0.0,0.1
2024-03-26 16:23:15,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:23:17,0.0,0.0,0.5,0.0,0.0,0.1
2024-03-26 16:23:19,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:23:21,0.0,0.0,0.3,0.0,0.0,0.0
2024-03-26 16:23:23,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:23:25,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:23:27,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:23:29,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:23:31,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:23:33,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:23:35,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:23:37,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:23:39,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:23:41,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:23:43,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:23:45,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:23:47,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:23:49,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:23:51,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:23:53,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:23:55,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:23:57,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:23:59,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:01,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:24:03,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:05,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:07,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:24:09,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:24:11,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:13,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:24:15,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:17,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:24:19,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:24:21,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:23,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:25,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:24:27,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:29,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:31,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:24:33,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:35,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:37,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:24:39,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:41,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:43,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:24:45,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:47,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:49,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:24:51,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:53,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:24:55,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:24:57,0.0,0.0,0.1,0.0,0.0,0.2
2024-03-26 16:24:59,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:25:01,0.0,0.0,0.0,0.0,0.0,0.1
2024-03-26 16:25:03,0.0,0.0,0.1,0.0,0.0,0.2
2024-03-26 16:25:05,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:25:07,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:25:09,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:25:11,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:25:13,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:25:15,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:25:17,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:25:19,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26 16:25:21,0.0,0.0,0.1,0.0,0.0,0.1
2024-03-26 16:25:23,0.0,0.0,0.6,0.0,0.0,0.1
2024-03-26 16:25:25,0.0,0.0,0.3,0.0,0.0,0.2
2024-03-26 16:25:27,0.0,0.0,0.4,0.0,0.0,0.1
2024-03-26 16:25:29,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:25:31,0.0,0.0,0.3,0.0,0.0,0.1
2024-03-26 16:25:33,0.0,0.0,0.2,0.0,0.0,0.2
2024-03-26 16:25:35,0.0,0.0,0.2,0.0,0.0,0.1
2024-03-26 16:25:37,0.0,0.0,1.2,0.0,0.0,0.1
2024-03-26 16:25:39,0.0,0.0,2.2,0.0,0.0,0.2
2024-03-26 16:25:41,0.0,0.0,2.9,0.0,0.0,0.0
2024-03-26 16:25:43,0.0,0.0,3.3,0.0,0.0,0.1
2024-03-26 16:25:45,0.0,0.0,2.4,0.0,0.0,0.2
2024-03-26 16:25:47,0.0,0.0,3.0,0.0,0.0,0.0
2024-03-26 16:25:49,0.0,0.0,3.3,0.0,0.0,0.1
2024-03-26 16:25:51,0.0,0.0,2.5,0.0,0.0,0.1
2024-03-26 16:25:53,0.0,0.0,3.4,0.0,0.0,0.1
2024-03-26 16:25:55,0.0,0.0,3.4,0.0,0.0,0.2
2024-03-26 16:25:57,0.0,0.0,1.6,0.0,0.0,0.1
2024-03-26 16:25:59,0.0,0.0,1.2,0.0,0.0,0.0
2024-03-26 16:26:01,0.0,0.0,3.3,0.0,0.0,0.1
2024-03-26 16:26:03,0.0,0.0,2.1,0.0,0.0,0.1
2024-03-26 16:26:05,0.0,0.0,3.8,0.0,0.0,0.0
2024-03-26 16:26:07,0.0,0.0,3.7,0.0,0.0,0.1
2024-03-26 16:26:09,0.0,0.0,2.1,0.0,0.0,0.1
2024-03-26 16:26:11,0.0,0.0,3.4,0.0,0.0,0.0
2024-03-26 16:26:13,0.0,0.0,3.7,0.0,0.0,0.1
