JFS Filespace %Used ubuntu,/,/dev,/run,/snap/core20/2107,/snap/core20/2186,/snap/snapd/20674,/snap/sublime-text/138
2024-03-27 02:49:22,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:24,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:26,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:28,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:30,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:32,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:34,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:36,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:38,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:40,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:42,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:44,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:46,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:48,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:50,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:52,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:54,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:56,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:49:58,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:00,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:02,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:04,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:06,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:08,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:10,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:12,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:14,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:16,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:18,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:20,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:22,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:24,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:26,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:28,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:30,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:32,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:34,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:36,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:38,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:40,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:42,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:44,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:46,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:48,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:50,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:52,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:54,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:56,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:50:58,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:00,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:02,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:04,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:06,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:08,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:10,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:12,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:14,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:16,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:18,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:20,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:22,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:24,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:26,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:28,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:30,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:32,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:34,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:36,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:38,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:40,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:42,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:44,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:46,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:48,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:50,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:52,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:54,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:56,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:51:58,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:00,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:02,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:04,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:06,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:08,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:10,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:12,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:14,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:16,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:18,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:20,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:22,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:24,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:26,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:28,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:30,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:32,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:34,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:36,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:38,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:40,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:42,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:44,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:46,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:48,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:50,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:52,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:54,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:56,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:52:58,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:00,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:02,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:04,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:06,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:08,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:10,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:12,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:14,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:16,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:18,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:20,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:22,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:24,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:26,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:28,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:30,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:32,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:34,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:36,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:38,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:40,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:42,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:44,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:46,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:48,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:50,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:52,81.7,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:54,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:56,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:53:58,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:00,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:02,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:04,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:06,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:08,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:10,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:12,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:14,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:16,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:18,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:20,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:22,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:24,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:26,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:28,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:30,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:32,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:34,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:36,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:38,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:40,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:42,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:44,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:46,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:48,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:50,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:52,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:54,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:56,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:54:58,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:00,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:02,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:04,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:06,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:08,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:10,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:12,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:14,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:16,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:18,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:20,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:22,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:24,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:26,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:28,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:30,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:32,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:34,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:36,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:38,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:40,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:42,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:44,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:46,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:48,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:50,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:52,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:54,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:56,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:55:58,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:00,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:02,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:04,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:06,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:08,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:10,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:12,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:14,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:16,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:18,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:20,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:22,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:24,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:26,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:28,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:30,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:32,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:34,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:36,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:38,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:40,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:42,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:44,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:46,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:48,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:50,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:52,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:54,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:56,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:56:58,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:00,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:02,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:04,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:06,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:08,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:10,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:12,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:14,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:16,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:18,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:20,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:22,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:24,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:26,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:28,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:30,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:32,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:34,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:36,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:38,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:40,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:42,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:44,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:46,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:48,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:50,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:52,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:54,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:56,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:57:58,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:00,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:02,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:04,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:06,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:08,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:10,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:12,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:14,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:16,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:18,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:20,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:22,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:24,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:26,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:28,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:30,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:32,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:34,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:36,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:38,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:40,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:42,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:44,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:46,81.8,0.0,4.0,100.0,100.0,100.0,100.0
2024-03-27 02:58:48,81.8,0.0,4.0,100.0,100.0,100.0,100.0
